"country","year","threshold","personRate","householdRate","personRateNoBen","householdRateNoBen"
"HU",2010,66,0,0,0,0
"HU",2010,67,0,0,0,0
"HU",2010,68,0,0,0,0
"HU",2010,69,0,0,0,0
"HU",2010,70,0,0,0,0
"HU",2010,71,0,0,0,0
"HU",2010,72,0,0,0,0
"HU",2010,73,0,0,0,0
"HU",2010,74,0,0,0,0
"HU",2010,75,0,0,0,0
"HU",2010,76,0,0,0,0
"HU",2010,77,0,0,0,0
"HU",2010,78,0,0,0,0
"HU",2010,79,0,0,0,0
"HU",2010,80,0,0,0,0
"HU",2011,30,0,0,0,0
"HU",2011,31,0,0,0,0
"HU",2011,32,0,0,0,0
"HU",2011,33,0,0,0,0
"HU",2011,34,0,0,0,0
"HU",2011,35,0,0,0,0
"HU",2011,36,0,0,0,0
"HU",2011,37,0,0,0,0
"HU",2011,38,0,0,0,0
"HU",2011,39,0,0,0,0
"HU",2011,40,0,0,0,0
"HU",2011,41,0,0,0,0
"HU",2011,42,0,0,0,0
"HU",2011,43,0,0,0,0
"HU",2011,44,0,0,0,0
"HU",2011,45,0,0,0,0
"HU",2011,46,0,0,0,0
"HU",2011,47,0,0,0,0
"HU",2011,48,0,0,0,0
"HU",2011,49,0,0,0,0
"HU",2011,50,0,0,0,0
"HU",2011,51,0,0,0,0
"HU",2011,52,0,0,0,0
"HU",2011,53,0,0,0,0
"HU",2011,54,0,0,0,0
"HU",2011,55,0,0,0,0
"HU",2011,56,0,0,0,0
"HU",2011,57,0,0,0,0
"HU",2011,58,0,0,0,0
"HU",2011,59,0,0,0,0
"HU",2011,60,0,0,0,0
"HU",2011,61,0,0,0,0
"HU",2011,62,0,0,0,0
"HU",2011,63,0,0,0,0
"HU",2011,64,0,0,0,0
"HU",2011,65,0,0,0,0
"HU",2011,66,0,0,0,0
"HU",2011,67,0,0,0,0
"HU",2011,68,0,0,0,0
"HU",2011,69,0,0,0,0
"HU",2011,70,0,0,0,0
"HU",2011,71,0,0,0,0
"HU",2011,72,0,0,0,0
"HU",2011,73,0,0,0,0
"HU",2011,74,0,0,0,0
"HU",2011,75,0,0,0,0
"HU",2011,76,0,0,0,0
"HU",2011,77,0,0,0,0
"HU",2011,78,0,0,0,0
"HU",2011,79,0,0,0,0
"HU",2011,80,0,0,0,0
"HU",2012,30,0,0,0,0
"HU",2012,31,0,0,0,0
"HU",2012,32,0,0,0,0
"HU",2012,33,0,0,0,0
"HU",2012,34,0,0,0,0
"HU",2012,35,0,0,0,0
"HU",2012,36,0,0,0,0
"HU",2012,37,0,0,0,0
"HU",2012,38,0,0,0,0
"HU",2012,39,0,0,0,0
"HU",2012,40,0,0,0,0
"HU",2012,41,0,0,0,0
"HU",2012,42,0,0,0,0
"HU",2012,43,0,0,0,0
"HU",2012,44,0,0,0,0
"HU",2012,45,0,0,0,0
"HU",2012,46,0,0,0,0
"HU",2012,47,0,0,0,0
"HU",2012,48,0,0,0,0
"HU",2012,49,0,0,0,0
"HU",2012,50,0,0,0,0
"HU",2012,51,0,0,0,0
"HU",2012,52,0,0,0,0
"HU",2012,53,0,0,0,0
"HU",2012,54,0,0,0,0
"HU",2012,55,0,0,0,0
"HU",2012,56,0,0,0,0
"HU",2012,57,0,0,0,0
"HU",2012,58,0,0,0,0
"HU",2012,59,0,0,0,0
"HU",2012,60,0,0,0,0
"HU",2012,61,0,0,0,0
"HU",2012,62,0,0,0,0
"HU",2012,63,0,0,0,0
"HU",2012,64,0,0,0,0
"HU",2012,65,0,0,0,0
"HU",2012,66,0,0,0,0
"HU",2012,67,0,0,0,0
"HU",2012,68,0,0,0,0
"HU",2012,69,0,0,0,0
"HU",2012,70,0,0,0,0
"HU",2012,71,0,0,0,0
"HU",2012,72,0,0,0,0
"HU",2012,73,0,0,0,0
"HU",2012,74,0,0,0,0
"HU",2012,75,0,0,0,0
"HU",2012,76,0,0,0,0
"HU",2012,77,0,0,0,0
"HU",2012,78,0,0,0,0
"HU",2012,79,0,0,0,0
"HU",2012,80,0,0,0,0
"HU",2013,30,0,0,0,0
"HU",2013,31,0,0,0,0
"HU",2013,32,0,0,0,0
"HU",2013,33,0,0,0,0
"HU",2013,34,0,0,0,0
"HU",2013,35,0,0,0,0
"HU",2013,36,0,0,0,0
"HU",2013,37,0,0,0,0
"HU",2013,38,0,0,0,0
"HU",2013,39,0,0,0,0
"HU",2013,40,0,0,0,0
"HU",2013,41,0,0,0,0
"HU",2013,42,0,0,0,0
"HU",2013,43,0,0,0,0
"HU",2013,44,0,0,0,0
"HU",2013,45,0,0,0,0
"HU",2013,46,0,0,0,0
"HU",2013,47,0,0,0,0
"HU",2013,48,0,0,0,0
"HU",2013,49,0,0,0,0
"HU",2013,50,0,0,0,0
"HU",2013,51,0,0,0,0
"HU",2013,52,0,0,0,0
"HU",2013,53,0,0,0,0
"HU",2013,54,0,0,0,0
"HU",2013,55,0,0,0,0
"HU",2013,56,0,0,0,0
"HU",2013,57,0,0,0,0
"HU",2013,58,0,0,0,0
"HU",2013,59,0,0,0,0
"HU",2013,60,0,0,0,0
"HU",2013,61,0,0,0,0
"HU",2013,62,0,0,0,0
"HU",2013,63,0,0,0,0
"HU",2013,64,0,0,0,0
"HU",2013,65,0,0,0,0
"HU",2013,66,0,0,0,0
"HU",2013,67,0,0,0,0
"HU",2013,68,0,0,0,0
"HU",2013,69,0,0,0,0
"HU",2013,70,0,0,0,0
"HU",2013,71,0,0,0,0
"HU",2013,72,0,0,0,0
"HU",2013,73,0,0,0,0
"HU",2013,74,0,0,0,0
"HU",2013,75,0,0,0,0
"HU",2013,76,0,0,0,0
"HU",2013,77,0,0,0,0
"HU",2013,78,0,0,0,0
"HU",2013,79,0,0,0,0
"HU",2013,80,0,0,0,0
"HU",2014,30,0,0,0,0
"HU",2014,31,0,0,0,0
"HU",2014,32,0,0,0,0
"HU",2014,33,0,0,0,0
"HU",2014,34,0,0,0,0
"HU",2014,35,0,0,0,0
"HU",2014,36,0,0,0,0
"HU",2014,37,0,0,0,0
"HU",2014,38,0,0,0,0
"HU",2014,39,0,0,0,0
"HU",2014,40,0,0,0,0
"HU",2014,41,0,0,0,0
"HU",2014,42,0,0,0,0
"HU",2014,43,0,0,0,0
"HU",2014,44,0,0,0,0
"HU",2014,45,0,0,0,0
"HU",2014,46,0,0,0,0
"HU",2014,47,0,0,0,0
"HU",2014,48,0,0,0,0
"HU",2014,49,0,0,0,0
"HU",2014,50,0,0,0,0
"HU",2014,51,0,0,0,0
"HU",2014,52,0,0,0,0
"HU",2014,53,0,0,0,0
"HU",2014,54,0,0,0,0
"HU",2014,55,0,0,0,0
"HU",2014,56,0,0,0,0
"HU",2014,57,0,0,0,0
"HU",2014,58,0,0,0,0
"HU",2014,59,0,0,0,0
"HU",2014,60,0,0,0,0
"HU",2014,61,0,0,0,0
"HU",2014,62,0,0,0,0
"HU",2014,63,0,0,0,0
"HU",2014,64,0,0,0,0
"HU",2014,65,0,0,0,0
"HU",2014,66,0,0,0,0
"HU",2014,67,0,0,0,0
"HU",2014,68,0,0,0,0
"HU",2014,69,0,0,0,0
"HU",2014,70,0,0,0,0
"HU",2014,71,0,0,0,0
"HU",2014,72,0,0,0,0
"HU",2014,73,0,0,0,0
"HU",2014,74,0,0,0,0
"HU",2014,75,0,0,0,0
"HU",2014,76,0,0,0,0
"HU",2014,77,0,0,0,0
"HU",2014,78,0,0,0,0
"HU",2014,79,0,0,0,0
"HU",2014,80,0,0,0,0
"LV",2005,30,3.2568724058411,3.28353619338644,NA,NA
"LV",2005,31,3.28763999646388,3.33629089595301,NA,NA
"LV",2005,32,3.50380461764102,3.3276385208035,NA,NA
"LV",2005,33,3.59097590496478,3.45462493706753,NA,NA
"LV",2005,34,3.7005655608894,3.41161406269047,NA,NA
"LV",2005,35,3.76629038855123,3.32155207132805,NA,NA
"LV",2005,36,3.97532933300669,3.39889898173152,NA,NA
"LV",2005,37,4.29664742641478,3.66691902964086,NA,NA
"LV",2005,38,4.46381893266186,3.7416857501527,NA,NA
"LV",2005,39,4.69134665198384,3.90270051784625,NA,NA
"LV",2005,40,4.7583390829954,3.93238710141776,NA,NA
"LV",2005,41,4.88706414181198,3.99839714745728,NA,NA
"LV",2005,42,4.89313758543005,4.1226474706351,NA,NA
"LV",2005,43,4.90676745078742,4.38230713402366,NA,NA
"LV",2005,44,4.82944400802481,4.26963348204469,NA,NA
"LV",2005,45,4.93480147943414,4.1334622862244,NA,NA
"LV",2005,46,4.80992541160609,4.08063010677653,NA,NA
"LV",2005,47,4.75030516602105,3.92260150180057,NA,NA
"LV",2005,48,4.87127084234212,3.83467451285814,NA,NA
"LV",2005,49,4.74028983037923,3.88033256345953,NA,NA
"LV",2005,50,4.89891303217042,3.58400295611649,NA,NA
"LV",2005,51,4.86049738032015,3.40252238098217,NA,NA
"LV",2005,52,5.14255471049067,3.37802213992115,NA,NA
"LV",2005,53,5.48242096640748,3.38345237720664,NA,NA
"LV",2005,54,5.32726063750732,3.79613373133831,NA,NA
"LV",2005,55,5.45183630028562,3.5206177877723,NA,NA
"LV",2005,56,5.2803666589921,3.6647272020623,NA,NA
"LV",2005,57,5.1938542893978,3.6384736215847,NA,NA
"LV",2005,58,5.6257909013876,3.9560894351676,NA,NA
"LV",2005,59,5.9715137757999,3.9068327394368,NA,NA
"LV",2005,60,6.3888662898754,4.006982403102,NA,NA
"LV",2005,61,6.3643471261898,4.2191385034279,NA,NA
"LV",2005,62,6.4783291775476,4.3829999539725,NA,NA
"LV",2005,63,6.3401428342069,5.2004072207411,NA,NA
"LV",2005,64,6.4724288573601,5.4794487545715,NA,NA
"LV",2005,65,6.3985496770684,5.9523994898002,NA,NA
"LV",2005,66,6.5492147464253,6.0064408882066,NA,NA
"LV",2005,67,6.711984768425,6.1752404273955,NA,NA
"LV",2005,68,6.5450055691904,6.3624779638398,NA,NA
"LV",2005,69,6.4444223321334,6.4048151233746,NA,NA
"LV",2005,70,6.4253823490008,6.1602606034813,NA,NA
"LV",2005,71,6.2892475832058,6.3102757919734,NA,NA
"LV",2005,72,6.3690309087118,6.6553963103451,NA,NA
"LV",2005,73,6.2450909778204,6.6540437823285,NA,NA
"LV",2005,74,6.5023490018354,6.3331739794502,NA,NA
"LV",2005,75,6.3451306536633,6.1441125967284,NA,NA
"LV",2005,76,6.2357621242086,5.9096558655154,NA,NA
"LV",2005,77,6.5995898783663,5.6317708244829,NA,NA
"LV",2005,78,6.6097046357067,5.7865881465134,NA,NA
"LV",2005,79,6.430320095991,5.880907177703,NA,NA
"LV",2005,80,6.6184976741842,5.7396387715019,NA,NA
"LV",2006,30,2.34638765071147,2.02961944228962,NA,NA
"LV",2006,31,2.38281947131702,2.03582914895224,NA,NA
"LV",2006,32,2.46805130113295,2.22759508153374,NA,NA
"LV",2006,33,2.57414236244455,2.13556597627827,NA,NA
"LV",2006,34,2.53648824969889,2.14493676723596,NA,NA
"LV",2006,35,2.46686162515891,2.25356784604451,NA,NA
"LV",2006,36,2.73399310896674,2.16692728202429,NA,NA
"LV",2006,37,2.88801267875404,2.27596124199282,NA,NA
"LV",2006,38,2.91743351757791,2.26954945728383,NA,NA
"LV",2006,39,2.92568352647213,2.24260315088158,NA,NA
"LV",2006,40,3.02719101268303,2.23097597181419,NA,NA
"LV",2006,41,3.1660963148799,2.47659954637079,NA,NA
"LV",2006,42,3.31925721412096,2.37509899351675,NA,NA
"LV",2006,43,3.46040168652187,2.41726518069494,NA,NA
"LV",2006,44,3.69741583882996,2.45520619308108,NA,NA
"LV",2006,45,3.77585443508244,2.54716454884607,NA,NA
"LV",2006,46,4.18370320620984,2.6907262238425,NA,NA
"LV",2006,47,4.38210567320679,2.658401327106,NA,NA
"LV",2006,48,4.85559409347375,3.30453930951198,NA,NA
"LV",2006,49,5.15079396338783,3.45736719255539,NA,NA
"LV",2006,50,5.84323643795456,3.75318642094915,NA,NA
"LV",2006,51,6.27333553827946,3.98357858618836,NA,NA
"LV",2006,52,6.82884582412415,4.28054708954284,NA,NA
"LV",2006,53,7.2557666969979,4.8704707239543,NA,NA
"LV",2006,54,7.4069592458568,5.4210107033164,NA,NA
"LV",2006,55,7.4538210232308,6.4237955128411,NA,NA
"LV",2006,56,7.7369440068374,7.0226558854872,NA,NA
"LV",2006,57,7.4775243188662,7.6300645464346,NA,NA
"LV",2006,58,7.4502468856547,7.9151356413994,NA,NA
"LV",2006,59,7.5860107611104,8.1787706459174,NA,NA
"LV",2006,60,7.6692354915867,8.2775368848158,NA,NA
"LV",2006,61,7.2958290447611,8.6361982382241,NA,NA
"LV",2006,62,7.143149149992,8.7619245132197,NA,NA
"LV",2006,63,7.1199118657423,8.7721860442253,NA,NA
"LV",2006,64,7.0490155450472,8.5723988750412,NA,NA
"LV",2006,65,6.8928241283613,8.8152270729447,NA,NA
"LV",2006,66,7.6620718678872,8.99014214804,NA,NA
"LV",2006,67,7.7329492722853,8.6449659772598,NA,NA
"LV",2006,68,7.952570355251,8.7717145546793,NA,NA
"LV",2006,69,7.9840199946038,8.2777727900633,NA,NA
"LV",2006,70,8.1290668660838,8.2577844080115,NA,NA
"LV",2006,71,8.0029791135896,8.0146873724488,NA,NA
"LV",2006,72,7.8973947267338,7.7121808122412,NA,NA
"LV",2006,73,8.0558639240361,8.1481766238914,NA,NA
"LV",2006,74,7.5431801911011,8.155489330719,NA,NA
"LV",2006,75,7.612942409577,8.1670214351148,NA,NA
"LV",2006,76,7.3850622109908,8.09244468117,NA,NA
"LV",2006,77,7.1439895977601,7.6356999496772,NA,NA
"LV",2006,78,6.9461003205585,7.5240206924976,NA,NA
"LV",2006,79,7.0980556341604,7.1406666025999,NA,NA
"LV",2006,80,6.4789396792297,7.0940360855633,NA,NA
"LV",2007,30,2.47090692073431,3.24710131200408,1.74053155648748,2.71790468413735
"LV",2007,31,2.719259188042,3.26776588337728,2.19533553459316,2.68802946589431
"LV",2007,32,2.77903610299933,3.15522303089496,2.13588985753388,2.6009135360453
"LV",2007,33,3.06718683113622,3.0628313016691,2.28762570735229,2.53210183236512
"LV",2007,34,3.17443651612363,3.29748797291365,2.3479862567341,2.95378616428904
"LV",2007,35,3.37650731872917,3.33544627216659,2.614958301577,2.88978777032337
"LV",2007,36,3.54451151754993,3.28684746396023,2.61702367867848,2.92333859269836
"LV",2007,37,3.54960042220854,3.5519574375713,2.78463427285869,2.82363049242503
"LV",2007,38,3.95800531532695,3.60119126958482,3.26596104515105,2.94677692872037
"LV",2007,39,4.14360061682137,3.7687187375194,3.43543527388881,3.11538990601841
"LV",2007,40,4.81030263303432,4.0149265117774,4.05361002943379,3.481307113508
"LV",2007,41,4.9798792279738,4.17493887603632,4.18695936342398,3.77870306015787
"LV",2007,42,4.91105909716778,4.52807291895821,4.1419788458939,4.1709013331141
"LV",2007,43,5.00886254437719,4.69583281852718,4.23267776156413,4.27690664509801
"LV",2007,44,5.42703323057443,5.30551372640283,4.65743888974684,4.97594606782723
"LV",2007,45,5.6061280554637,5.6432133827469,4.9390821352006,5.23586109852641
"LV",2007,46,6.12872785235175,5.77505641267045,5.38052300538741,5.35941228664904
"LV",2007,47,6.33787202407266,5.857724474801,5.62225359619168,5.44637599708817
"LV",2007,48,6.74555670203088,6.02813077174925,6.34965222888818,5.74088141408728
"LV",2007,49,7.12527729916512,6.55191179039652,6.79174249017538,6.37481605110143
"LV",2007,50,7.55786360795292,6.80538112952691,7.25183643083444,6.65827678287501
"LV",2007,51,7.57558247584794,7.60970387493127,7.32134166564402,7.32341755533528
"LV",2007,52,7.57718287398947,8.10269323060264,7.35298280340242,7.85550592373457
"LV",2007,53,7.76416693345167,8.57735834123989,7.54504589204169,8.47851281168854
"LV",2007,54,8.00377321133008,9.29274066016749,7.6574462218694,9.2129895925168
"LV",2007,55,8.18353398134967,9.68444672363369,7.9535635216112,9.6819405443888
"LV",2007,56,8.21849009955498,10.0872755879649,7.8139930629428,10.1103457322121
"LV",2007,57,8.3901656854195,10.6438353652351,7.9636532945411,10.6705233972815
"LV",2007,58,8.6457291288281,10.7625189832413,8.1596470707827,10.8398485902353
"LV",2007,59,9.1743775170247,10.7641894145066,8.6017297777727,10.8680089194075
"LV",2007,60,9.5311395078913,11.2080953698698,8.8628223802612,11.1623332822099
"LV",2007,61,9.3774531353386,11.2192547479236,8.8108601266721,11.2564166222463
"LV",2007,62,9.2418756176261,11.1875979254716,8.6841325720852,11.2897374218991
"LV",2007,63,9.1487111580671,11.1532987609913,8.7588610142776,11.1741717003618
"LV",2007,64,9.6165312128757,11.3387923772862,9.1603408106333,11.464534480076
"LV",2007,65,10.3927425867701,11.4947678656317,9.8456682409562,11.621272152402
"LV",2007,66,10.5159052107239,11.6070041108798,9.8723558279482,11.7847304015388
"LV",2007,67,10.6640854451015,11.3957742544518,10.2190388992397,11.6567918639435
"LV",2007,68,10.5585188362737,11.3027999134215,10.0892629260251,11.51319709903
"LV",2007,69,10.9712340983785,11.3809232991184,10.5442133702031,11.7048922567698
"LV",2007,70,10.9618655760766,11.2948839834058,10.6378135391656,11.6124131502138
"LV",2007,71,10.6721658827026,11.1927257004266,10.8965980661131,11.4326361420307
"LV",2007,72,10.7263038520797,11.4204228662069,11.0923931146253,11.5296711622444
"LV",2007,73,10.780446150508,11.2560613199579,11.0928020657853,11.4767311226046
"LV",2007,74,10.58042693458,11.0134243712751,10.9414730507131,11.5474657909783
"LV",2007,75,10.3029406269355,10.8379868913798,10.9942130429484,11.3071021501259
"LV",2007,76,9.8282018274937,10.5043389196658,10.0834407264263,11.0722081963272
"LV",2007,77,9.7473425658777,10.1596926721634,9.77378689798079,10.6904677684059
"LV",2007,78,9.7636919960053,9.7678390922777,9.9246803695557,10.5341526291833
"LV",2007,79,9.5338748287456,9.5217693607692,9.7136965385576,10.1980943609637
"LV",2007,80,9.0937317032005,9.3217583959086,9.3472495692631,10.1556867276339
